id,year_id,country_id,county_id,dimension_id,sub_dimension_id,category_id,indicator_id,actual_value
126,2,1,1001,3,6,22,64,2
127,2,1,1001,3,6,23,65,1
128,2,1,1001,3,6,24,66,43
129,2,1,1001,3,6,24,67,44
130,2,1,1001,3,6,24,68,71
131,2,1,1001,3,7,26,73,44
132,2,1,1001,3,7,27,74,5
133,2,1,1001,3,7,27,75,45
134,2,1,1001,3,7,27,76,3
135,2,1,1001,3,7,28,77,46
136,2,1,1001,3,7,28,78,14
137,2,1,1001,3,7,29,79,64
138,2,1,1001,3,7,29,80,80
139,2,1,1001,3,7,30,81,8
140,2,1,1001,3,7,30,82,0
141,2,1,1001,3,7,31,84,49
142,2,1,1001,3,7,31,86,89
143,2,1,1001,3,7,31,87,6
144,2,1,1001,3,7,31,88,4
145,2,1,1001,3,7,31,89,8
146,2,1,1001,3,7,31,90,46
147,2,1,1001,1,1,2,91,63
148,2,1,1001,2,2,6,92,45
149,2,1,1001,2,2,6,93,60
150,2,1,1001,3,4,13,94,30
151,3,1,1001,1,1,1,1,90
152,3,1,1001,1,1,1,2,1497
153,3,1,1001,1,1,2,3,14
154,3,1,1001,1,1,2,4,61
155,3,1,1001,1,1,2,5,0
156,3,1,1001,2,2,3,6,14
157,3,1,1001,2,2,3,7,6
158,3,1,1001,2,2,3,8,0.4
159,3,1,1001,2,2,4,9,6
160,3,1,1001,2,2,5,10,36
161,3,1,1001,2,2,5,11,4
162,3,1,1001,2,2,5,12,10
163,3,1,1001,2,2,6,13,12
164,3,1,1001,2,2,6,14,20
165,3,1,1001,2,3,7,15,69
166,3,1,1001,2,3,7,16,22
167,3,1,1001,2,3,7,17,14
168,3,1,1001,2,3,7,18,10300000
169,3,1,1001,2,3,8,19,31
170,3,1,1001,2,3,8,20,82
171,3,1,1001,2,3,9,21,9
172,3,1,1001,3,4,10,22,37
173,3,1,1001,3,4,11,23,14
174,3,1,1001,3,4,11,24,6
175,3,1,1001,3,4,11,25,51
176,3,1,1001,3,4,12,26,82
177,3,1,1001,3,4,12,27,79
178,3,1,1001,3,4,12,28,71
179,3,1,1001,3,4,13,30,94
180,3,1,1001,3,4,13,31,51
181,3,1,1001,3,4,13,32,56
182,3,1,1001,3,4,15,35,63
183,3,1,1001,3,4,15,36,45
184,3,1,1001,3,4,15,37,10
185,3,1,1001,3,4,15,38,14
186,3,1,1001,3,4,15,39,75
187,3,1,1001,3,4,15,40,88
188,3,1,1001,3,5,16,41,7
189,3,1,1001,3,5,16,42,91
190,3,1,1001,3,5,16,43,51
191,3,1,1001,3,5,17,44,59
192,3,1,1001,3,5,17,45,5
193,3,1,1001,3,5,18,48,58
194,3,1,1001,3,5,18,49,4
195,3,1,1001,3,5,19,52,77
196,3,1,1001,3,5,19,53,5
197,3,1,1001,3,5,20,57,95
198,3,1,1001,3,6,21,58,16
199,3,1,1001,3,6,21,61,0
200,3,1,1001,3,6,21,62,0
201,3,1,1001,3,6,22,64,2
202,3,1,1001,3,6,23,65,0
203,3,1,1001,3,6,24,66,53
204,3,1,1001,3,6,24,67,5
205,3,1,1001,3,6,24,68,84
206,3,1,1001,3,7,26,73,60
207,3,1,1001,3,7,27,74,45
208,3,1,1001,3,7,27,75,33
209,3,1,1001,3,7,27,76,5
210,3,1,1001,3,7,28,77,5
211,3,1,1001,3,7,28,78,83
212,3,1,1001,3,7,29,79,64
213,3,1,1001,3,7,29,80,63
214,3,1,1001,3,7,30,81,29
215,3,1,1001,3,7,30,82,0
216,3,1,1001,3,7,31,84,46
217,3,1,1001,3,7,31,86,40
218,3,1,1001,3,7,31,87,53
219,3,1,1001,3,7,31,88,5
220,3,1,1001,3,7,31,89,6
221,3,1,1001,3,7,31,90,10
222,3,1,1001,1,1,2,91,62
223,3,1,1001,2,2,6,92,70
224,3,1,1001,2,2,6,93,79
225,3,1,1001,3,4,13,94,77
226,4,1,1001,1,1,1,1,89
227,4,1,1001,1,1,1,2,922
228,4,1,1001,1,1,2,3,28
229,4,1,1001,1,1,2,4,55
230,4,1,1001,1,1,2,5,0
231,4,1,1001,2,2,3,6,7
232,4,1,1001,2,2,3,7,1
233,4,1,1001,2,2,3,8,0.3
234,4,1,1001,2,2,4,9,7
235,4,1,1001,2,2,5,10,28
236,4,1,1001,2,2,5,11,3
237,4,1,1001,2,2,5,12,11
238,4,1,1001,2,2,6,13,21
239,4,1,1001,2,2,6,14,22
240,4,1,1001,2,3,7,15,61
241,4,1,1001,2,3,7,16,84
242,4,1,1001,2,3,7,17,93
243,4,1,1001,2,3,7,18,10500000
244,4,1,1001,2,3,8,19,19
245,4,1,1001,2,3,8,20,72
246,4,1,1001,2,3,9,21,80
247,4,1,1001,3,4,10,22,31
248,4,1,1001,3,4,11,23,15
249,4,1,1001,3,4,11,24,59
250,4,1,1001,3,4,11,25,5
251,4,1,1001,3,4,12,26,61
252,4,1,1001,3,4,12,27,40
253,4,1,1001,3,4,12,28,68
254,4,1,1001,3,4,13,30,47
255,4,1,1001,3,4,13,31,41
256,4,1,1001,3,4,13,32,60
257,4,1,1001,3,4,15,35,13
258,4,1,1001,3,4,15,36,37
259,4,1,1001,3,4,15,37,37
260,4,1,1001,3,4,15,38,8
261,4,1,1001,3,4,15,39,80
262,4,1,1001,3,4,15,40,74
263,4,1,1001,3,5,16,41,32
264,4,1,1001,3,5,16,42,86
265,4,1,1001,3,5,16,43,93
266,4,1,1001,3,5,17,44,22
267,4,1,1001,3,5,17,45,1
268,4,1,1001,3,5,18,48,15
269,4,1,1001,3,5,18,49,5
270,4,1,1001,3,5,19,52,18
271,4,1,1001,3,5,19,53,4
272,4,1,1001,3,5,20,57,14
273,4,1,1001,3,6,21,58,91
274,4,1,1001,3,6,21,61,0
275,4,1,1001,3,6,21,62,1
276,4,1,1001,3,6,22,64,4
277,4,1,1001,3,6,23,65,0
278,4,1,1001,3,6,24,66,25
279,4,1,1001,3,6,24,67,5
280,4,1,1001,3,6,24,68,56
281,4,1,1001,3,7,26,73,52
282,4,1,1001,3,7,27,74,7
283,4,1,1001,3,7,27,75,48
284,4,1,1001,3,7,27,76,5
285,4,1,1001,3,7,28,77,55
286,4,1,1001,3,7,28,78,51
287,4,1,1001,3,7,29,79,12
288,4,1,1001,3,7,29,80,10
289,4,1,1001,3,7,30,81,22
290,4,1,1001,3,7,30,82,0
291,4,1,1001,3,7,31,84,59
292,4,1,1001,3,7,31,86,25
293,4,1,1001,3,7,31,87,33
294,4,1,1001,3,7,31,88,4
295,4,1,1001,3,7,31,89,5
296,4,1,1001,3,7,31,90,27
297,4,1,1001,1,1,2,91,18
298,4,1,1001,2,2,6,92,34
299,4,1,1001,2,2,6,93,19
300,4,1,1001,3,4,13,94,40
301,5,1,1001,1,1,1,1,74
302,5,1,1001,1,1,1,2,843
303,5,1,1001,1,1,2,3,29
304,5,1,1001,1,1,2,4,30
305,5,1,1001,1,1,2,5,0
306,5,1,1001,2,2,3,6,19
307,5,1,1001,2,2,3,7,7
308,5,1,1001,2,2,3,8,0.4
309,5,1,1001,2,2,4,9,8
310,5,1,1001,2,2,5,10,96
311,5,1,1001,2,2,5,11,3
312,5,1,1001,2,2,5,12,27
313,5,1,1001,2,2,6,13,42
314,5,1,1001,2,2,6,14,19
315,5,1,1001,2,3,7,15,23
316,5,1,1001,2,3,7,16,6
317,5,1,1001,2,3,7,17,93
318,5,1,1001,2,3,7,18,10300000
319,5,1,1001,2,3,8,19,22
320,5,1,1001,2,3,8,20,72
321,5,1,1001,2,3,9,21,85
322,5,1,1001,3,4,10,22,66
323,5,1,1001,3,4,11,23,66
324,5,1,1001,3,4,11,24,75
325,5,1,1001,3,4,11,25,11
326,5,1,1001,3,4,12,26,91
327,5,1,1001,3,4,12,27,87
328,5,1,1001,3,4,12,28,89
329,5,1,1001,3,4,13,30,76
330,5,1,1001,3,4,13,31,59
331,5,1,1001,3,4,13,32,63
332,5,1,1001,3,4,15,35,52
333,5,1,1001,3,4,15,36,17
334,5,1,1001,3,4,15,37,83
335,5,1,1001,3,4,15,38,40
336,5,1,1001,3,4,15,39,38
337,5,1,1001,3,4,15,40,53
338,5,1,1001,3,5,16,41,34
339,5,1,1001,3,5,16,42,86
340,5,1,1001,3,5,16,43,51
341,5,1,1001,3,5,17,44,57
342,5,1,1001,3,5,17,45,3
343,5,1,1001,3,5,18,48,16
344,5,1,1001,3,5,18,49,1
345,5,1,1001,3,5,19,52,15
346,5,1,1001,3,5,19,53,5
347,5,1,1001,3,5,20,57,66
348,5,1,1001,3,6,21,58,87
349,5,1,1001,3,6,21,61,0
350,5,1,1001,3,6,21,62,0
351,5,1,1001,3,6,22,64,5
352,5,1,1001,3,6,23,65,1
353,5,1,1001,3,6,24,66,69
354,5,1,1001,3,6,24,67,15
355,5,1,1001,3,6,24,68,92
356,5,1,1001,3,7,26,73,13
357,5,1,1001,3,7,27,74,13
358,5,1,1001,3,7,27,75,17
359,5,1,1001,3,7,27,76,1
360,5,1,1001,3,7,28,77,81
361,5,1,1001,3,7,28,78,5
362,5,1,1001,3,7,29,79,89
363,5,1,1001,3,7,29,80,82
364,5,1,1001,3,7,30,81,73
365,5,1,1001,3,7,30,82,0
366,5,1,1001,3,7,31,84,94
367,5,1,1001,3,7,31,86,44
368,5,1,1001,3,7,31,87,90
369,5,1,1001,3,7,31,88,2
370,5,1,1001,3,7,31,89,6
371,5,1,1001,3,7,31,90,71
372,5,1,1001,1,1,2,91,44
373,5,1,1001,2,2,6,92,90
374,5,1,1001,2,2,6,93,91
375,5,1,1001,3,4,13,94,10
376,1,1,1002,1,1,1,1,18
377,1,1,1002,1,1,1,2,651
378,1,1,1002,1,1,2,3,11
379,1,1,1002,1,1,2,4,77
380,1,1,1002,1,1,2,5,0
381,1,1,1002,2,2,3,6,1
382,1,1,1002,2,2,3,7,1
383,1,1,1002,2,2,3,8,1
384,1,1,1002,2,2,4,9,10
385,1,1,1002,2,2,5,10,49
386,1,1,1002,2,2,5,11,5
387,1,1,1002,2,2,5,12,66
388,1,1,1002,2,2,6,13,14
389,1,1,1002,2,2,6,14,64
390,1,1,1002,2,3,7,15,68
391,1,1,1002,2,3,7,16,71
392,1,1,1002,2,3,7,17,71
393,1,1,1002,2,3,7,18,30300000
394,1,1,1002,2,3,8,19,92
395,1,1,1002,2,3,8,20,53
396,1,1,1002,2,3,9,21,6
397,1,1,1002,3,4,10,22,18
398,1,1,1002,3,4,11,23,59
399,1,1,1002,3,4,11,24,62
400,1,1,1002,3,4,11,25,83
401,1,1,1002,3,4,12,26,47
402,1,1,1002,3,4,12,27,71
403,1,1,1002,3,4,12,28,49
404,1,1,1002,3,4,13,30,17
405,1,1,1002,3,4,13,31,69
406,1,1,1002,3,4,13,32,23
407,1,1,1002,3,4,15,35,65
408,1,1,1002,3,4,15,36,20
409,1,1,1002,3,4,15,37,76
410,1,1,1002,3,4,15,38,31
411,1,1,1002,3,4,15,39,38
412,1,1,1002,3,4,15,40,43
413,1,1,1002,3,5,16,41,83
414,1,1,1002,3,5,16,42,36
415,1,1,1002,3,5,16,43,25
416,1,1,1002,3,5,17,44,77
417,1,1,1002,3,5,17,45,4
418,1,1,1002,3,5,18,48,25
419,1,1,1002,3,5,18,49,3
420,1,1,1002,3,5,19,52,51
421,1,1,1002,3,5,19,53,5
422,1,1,1002,3,5,20,57,52
423,1,1,1002,3,6,21,58,53
424,1,1,1002,3,6,21,61,0
425,1,1,1002,3,6,21,62,1
426,1,1,1002,3,6,22,64,3
427,1,1,1002,3,6,23,65,1
428,1,1,1002,3,6,24,66,86
429,1,1,1002,3,6,24,67,78
430,1,1,1002,3,6,24,68,15
431,1,1,1002,3,7,26,73,64
432,1,1,1002,3,7,27,74,87
433,1,1,1002,3,7,27,75,42
434,1,1,1002,3,7,27,76,1
435,1,1,1002,3,7,28,77,36
436,1,1,1002,3,7,28,78,15
437,1,1,1002,3,7,29,79,11
438,1,1,1002,3,7,29,80,86
439,1,1,1002,3,7,30,81,19
440,1,1,1002,3,7,30,82,0
441,1,1,1002,3,7,31,84,18
442,1,1,1002,3,7,31,86,5
443,1,1,1002,3,7,31,87,73
444,1,1,1002,3,7,31,88,11
445,1,1,1002,3,7,31,89,9
446,1,1,1002,3,7,31,90,44
447,1,1,1002,1,1,2,91,72
448,1,1,1002,2,2,6,92,75
449,1,1,1002,2,2,6,93,37
450,1,1,1002,3,4,13,94,25
451,2,1,1002,1,1,1,1,49
452,2,1,1002,1,1,1,2,1409
453,2,1,1002,1,1,2,3,33
454,2,1,1002,1,1,2,4,44
455,2,1,1002,1,1,2,5,0
456,2,1,1002,2,2,3,6,42
457,2,1,1002,2,2,3,7,3
458,2,1,1002,2,2,3,8,0.4
459,2,1,1002,2,2,4,9,8
460,2,1,1002,2,2,5,10,23
461,2,1,1002,2,2,5,11,1
462,2,1,1002,2,2,5,12,46
463,2,1,1002,2,2,6,13,54
464,2,1,1002,2,2,6,14,30
465,2,1,1002,2,3,7,15,87
466,2,1,1002,2,3,7,16,56
467,2,1,1002,2,3,7,17,68
468,2,1,1002,2,3,7,18,30300000
469,2,1,1002,2,3,8,19,58
470,2,1,1002,2,3,8,20,33
471,2,1,1002,2,3,9,21,41
472,2,1,1002,3,4,10,22,6
473,2,1,1002,3,4,11,23,30
474,2,1,1002,3,4,11,24,59
475,2,1,1002,3,4,11,25,49
476,2,1,1002,3,4,12,26,8
477,2,1,1002,3,4,12,27,90
478,2,1,1002,3,4,12,28,62
479,2,1,1002,3,4,13,30,67
480,2,1,1002,3,4,13,31,26
481,2,1,1002,3,4,13,32,13
482,2,1,1002,3,4,15,35,90
483,2,1,1002,3,4,15,36,7
484,2,1,1002,3,4,15,37,20
485,2,1,1002,3,4,15,38,85
486,2,1,1002,3,4,15,39,49
487,2,1,1002,3,4,15,40,21
488,2,1,1002,3,5,16,41,57
489,2,1,1002,3,5,16,42,27
490,2,1,1002,3,5,16,43,57
491,2,1,1002,3,5,17,44,26
492,2,1,1002,3,5,17,45,3
493,2,1,1002,3,5,18,48,78
494,2,1,1002,3,5,18,49,4
495,2,1,1002,3,5,19,52,81
496,2,1,1002,3,5,19,53,5
497,2,1,1002,3,5,20,57,9
498,2,1,1002,3,6,21,58,14
499,2,1,1002,3,6,21,61,0
500,2,1,1002,3,6,21,62,1
501,2,1,1002,3,6,22,64,1
502,2,1,1002,3,6,23,65,0
503,2,1,1002,3,6,24,66,50
504,2,1,1002,3,6,24,67,89
505,2,1,1002,3,6,24,68,94
506,2,1,1002,3,7,26,73,88
507,2,1,1002,3,7,27,74,74
508,2,1,1002,3,7,27,75,40
509,2,1,1002,3,7,27,76,1
510,2,1,1002,3,7,28,77,34
511,2,1,1002,3,7,28,78,39
512,2,1,1002,3,7,29,79,54
513,2,1,1002,3,7,29,80,89
514,2,1,1002,3,7,30,81,47
515,2,1,1002,3,7,30,82,0
516,2,1,1002,3,7,31,84,83
517,2,1,1002,3,7,31,86,45
518,2,1,1002,3,7,31,87,14
519,2,1,1002,3,7,31,88,13
520,2,1,1002,3,7,31,89,1
521,2,1,1002,3,7,31,90,53
522,2,1,1002,1,1,2,91,29
523,2,1,1002,2,2,6,92,29
524,2,1,1002,2,2,6,93,91
525,2,1,1002,3,4,13,94,11
526,3,1,1002,1,1,1,1,67
527,3,1,1002,1,1,1,2,467
528,3,1,1002,1,1,2,3,27
529,3,1,1002,1,1,2,4,50
530,3,1,1002,1,1,2,5,0
531,3,1,1002,2,2,3,6,0
532,3,1,1002,2,2,3,7,3
533,3,1,1002,2,2,3,8,1
534,3,1,1002,2,2,4,9,8
535,3,1,1002,2,2,5,10,72
536,3,1,1002,2,2,5,11,1
537,3,1,1002,2,2,5,12,19
538,3,1,1002,2,2,6,13,52
539,3,1,1002,2,2,6,14,91
540,3,1,1002,2,3,7,15,70
541,3,1,1002,2,3,7,16,13
542,3,1,1002,2,3,7,17,28
543,3,1,1002,2,3,7,18,30300000
544,3,1,1002,2,3,8,19,34
545,3,1,1002,2,3,8,20,20
546,3,1,1002,2,3,9,21,32
547,3,1,1002,3,4,10,22,93
548,3,1,1002,3,4,11,23,65
549,3,1,1002,3,4,11,24,21
550,3,1,1002,3,4,11,25,8
551,3,1,1002,3,4,12,26,28
552,3,1,1002,3,4,12,27,77
553,3,1,1002,3,4,12,28,8
554,3,1,1002,3,4,13,30,53
555,3,1,1002,3,4,13,31,17
556,3,1,1002,3,4,13,32,85
557,3,1,1002,3,4,15,35,88
558,3,1,1002,3,4,15,36,77
559,3,1,1002,3,4,15,37,82
560,3,1,1002,3,4,15,38,52
561,3,1,1002,3,4,15,39,17
562,3,1,1002,3,4,15,40,7
563,3,1,1002,3,5,16,41,40
564,3,1,1002,3,5,16,42,91
565,3,1,1002,3,5,16,43,86
566,3,1,1002,3,5,17,44,45
567,3,1,1002,3,5,17,45,5
568,3,1,1002,3,5,18,48,95
569,3,1,1002,3,5,18,49,3
570,3,1,1002,3,5,19,52,25
571,3,1,1002,3,5,19,53,3
572,3,1,1002,3,5,20,57,37
573,3,1,1002,3,6,21,58,74
574,3,1,1002,3,6,21,61,0
575,3,1,1002,3,6,21,62,0
576,3,1,1002,3,6,22,64,1
577,3,1,1002,3,6,23,65,0
578,3,1,1002,3,6,24,66,57
579,3,1,1002,3,6,24,67,87
580,3,1,1002,3,6,24,68,30
581,3,1,1002,3,7,26,73,55
582,3,1,1002,3,7,27,74,81
583,3,1,1002,3,7,27,75,38
584,3,1,1002,3,7,27,76,5
585,3,1,1002,3,7,28,77,59
586,3,1,1002,3,7,28,78,69
587,3,1,1002,3,7,29,79,21
588,3,1,1002,3,7,29,80,58
589,3,1,1002,3,7,30,81,82
590,3,1,1002,3,7,30,82,0
591,3,1,1002,3,7,31,84,35
592,3,1,1002,3,7,31,86,37
593,3,1,1002,3,7,31,87,53
594,3,1,1002,3,7,31,88,6
595,3,1,1002,3,7,31,89,10
596,3,1,1002,3,7,31,90,79
597,3,1,1002,1,1,2,91,20
598,3,1,1002,2,2,6,92,74
599,3,1,1002,2,2,6,93,37
600,3,1,1002,3,4,13,94,88
601,4,1,1002,1,1,1,1,33
602,4,1,1002,1,1,1,2,1691
603,4,1,1002,1,1,2,3,10
604,4,1,1002,1,1,2,4,57
605,4,1,1002,1,1,2,5,0
606,4,1,1002,2,2,3,6,43
607,4,1,1002,2,2,3,7,6
608,4,1,1002,2,2,3,8,1
609,4,1,1002,2,2,4,9,10
610,4,1,1002,2,2,5,10,25
611,4,1,1002,2,2,5,11,5
612,4,1,1002,2,2,5,12,13
613,4,1,1002,2,2,6,13,29
614,4,1,1002,2,2,6,14,73
615,4,1,1002,2,3,7,15,95
616,4,1,1002,2,3,7,16,15
617,4,1,1002,2,3,7,17,28
618,4,1,1002,2,3,7,18,30300000
619,4,1,1002,2,3,8,19,57
620,4,1,1002,2,3,8,20,7
621,4,1,1002,2,3,9,21,88
622,4,1,1002,3,4,10,22,10
623,4,1,1002,3,4,11,23,77
624,4,1,1002,3,4,11,24,34
625,4,1,1002,3,4,11,25,32
626,4,1,1002,3,4,12,26,47
627,4,1,1002,3,4,12,27,6
628,4,1,1002,3,4,12,28,94
629,4,1,1002,3,4,13,30,10
630,4,1,1002,3,4,13,31,10
631,4,1,1002,3,4,13,32,31
632,4,1,1002,3,4,15,35,46
633,4,1,1002,3,4,15,36,92
634,4,1,1002,3,4,15,37,72
635,4,1,1002,3,4,15,38,29
636,4,1,1002,3,4,15,39,37
637,4,1,1002,3,4,15,40,76
638,4,1,1002,3,5,16,41,52
639,4,1,1002,3,5,16,42,71
640,4,1,1002,3,5,16,43,33
641,4,1,1002,3,5,17,44,86
642,4,1,1002,3,5,17,45,2
643,4,1,1002,3,5,18,48,21
644,4,1,1002,3,5,18,49,1
645,4,1,1002,3,5,19,52,51
646,4,1,1002,3,5,19,53,3
647,4,1,1002,3,5,20,57,36
648,4,1,1002,3,6,21,58,31
649,4,1,1002,3,6,21,61,0
650,4,1,1002,3,6,21,62,1
651,4,1,1002,3,6,22,64,1
652,4,1,1002,3,6,23,65,1
653,4,1,1002,3,6,24,66,9
654,4,1,1002,3,6,24,67,67
655,4,1,1002,3,6,24,68,59
656,4,1,1002,3,7,26,73,72
657,4,1,1002,3,7,27,74,44
658,4,1,1002,3,7,27,75,11
659,4,1,1002,3,7,27,76,4
660,4,1,1002,3,7,28,77,11
661,4,1,1002,3,7,28,78,14
662,4,1,1002,3,7,29,79,75
663,4,1,1002,3,7,29,80,57
664,4,1,1002,3,7,30,81,64
665,4,1,1002,3,7,30,82,0
666,4,1,1002,3,7,31,84,30
667,4,1,1002,3,7,31,86,61
668,4,1,1002,3,7,31,87,50
669,4,1,1002,3,7,31,88,1
670,4,1,1002,3,7,31,89,10
671,4,1,1002,3,7,31,90,88
672,4,1,1002,1,1,2,91,81
673,4,1,1002,2,2,6,92,35
674,4,1,1002,2,2,6,93,69
675,4,1,1002,3,4,13,94,60
676,5,1,1002,1,1,1,1,43
677,5,1,1002,1,1,1,2,1607
678,5,1,1002,1,1,2,3,20
679,5,1,1002,1,1,2,4,60
680,5,1,1002,1,1,2,5,0
681,5,1,1002,2,2,3,6,45
682,5,1,1002,2,2,3,7,2
683,5,1,1002,2,2,3,8,0.1
684,5,1,1002,2,2,4,9,4
685,5,1,1002,2,2,5,10,96
686,5,1,1002,2,2,5,11,2
687,5,1,1002,2,2,5,12,53
688,5,1,1002,2,2,6,13,21
689,5,1,1002,2,2,6,14,84
690,5,1,1002,2,3,7,15,90
691,5,1,1002,2,3,7,16,53
692,5,1,1002,2,3,7,17,75
693,5,1,1002,2,3,7,18,30300000
694,5,1,1002,2,3,8,19,58
695,5,1,1002,2,3,8,20,30
696,5,1,1002,2,3,9,21,71
697,5,1,1002,3,4,10,22,47
698,5,1,1002,3,4,11,23,91
699,5,1,1002,3,4,11,24,58
700,5,1,1002,3,4,11,25,24
701,5,1,1002,3,4,12,26,14
702,5,1,1002,3,4,12,27,75
703,5,1,1002,3,4,12,28,68
704,5,1,1002,3,4,13,30,42
705,5,1,1002,3,4,13,31,83
706,5,1,1002,3,4,13,32,6
707,5,1,1002,3,4,15,35,14
708,5,1,1002,3,4,15,36,68
709,5,1,1002,3,4,15,37,23
710,5,1,1002,3,4,15,38,35
711,5,1,1002,3,4,15,39,74
712,5,1,1002,3,4,15,40,86
713,5,1,1002,3,5,16,41,9
714,5,1,1002,3,5,16,42,91
715,5,1,1002,3,5,16,43,13
716,5,1,1002,3,5,17,44,17
717,5,1,1002,3,5,17,45,1
718,5,1,1002,3,5,18,48,33
719,5,1,1002,3,5,18,49,3
720,5,1,1002,3,5,19,52,35
721,5,1,1002,3,5,19,53,4
722,5,1,1002,3,5,20,57,7
723,5,1,1002,3,6,21,58,44
724,5,1,1002,3,6,21,61,0
725,5,1,1002,3,6,21,62,0
726,5,1,1002,3,6,22,64,4
727,5,1,1002,3,6,23,65,0
728,5,1,1002,3,6,24,66,90
729,5,1,1002,3,6,24,67,52
730,5,1,1002,3,6,24,68,68
